"","views","comments","duration","languages","published_year","published_month","general_opinion","speaker_talks","speaker_pop","event","location","tags"
"1190",1168080,234,327,37,2012,3,"neutral",1,"not_popular","TED","Other","['TED Fellows', 'code', 'creativity', 'education', 'technology', 'toy']"
"1191",1394503,98,391,35,2012,3,"positive",7,"very_popular","TED","Other","['art', 'design', 'entertainment', 'illusion', 'magic', 'technology']"
"1192",208115,86,338,27,2012,3,"neutral",1,"not_popular","TEDx","Pittsburgh","['TEDx', 'alternative energy', 'global issues', 'green', 'poverty', 'technology']"
"1193",181010,122,1097,10,2012,4,"neutral",1,"not_popular","TEDx","Other","['Internet', 'TEDx', 'global issues', 'politics', 'technology']"
"1194",197120,76,362,26,2012,4,"positive",1,"not_popular","Other","Other","['TED-Ed', 'oceans']"
"1195",4066376,587,1188,33,2012,4,"neutral",1,"not_popular","TED","Other","['AI', 'communication', 'community', 'culture', 'sociology', 'technology']"
"1196",1752014,111,1036,36,2012,4,"positive",3,"popular","TED","Other","['creativity', 'design', 'humor', 'literature']"
"1197",975115,82,396,31,2012,4,"neutral",1,"not_popular","TED","Other","['health care', 'interface design', 'medical research', 'technology']"
"1198",1565486,177,239,41,2012,4,"positive",1,"not_popular","TED","Other","['Human body', 'TED Fellows', 'architecture', 'design', 'smell', 'technology']"
"1199",186308,175,305,29,2012,4,"positive",1,"not_popular","Other","Other","['TED-Ed', 'TEDYouth', 'culture', 'entertainment', 'language', 'poetry', 'youth']"
"1200",702977,419,1066,25,2012,4,"neutral",1,"not_popular","TEDx","Other","['TEDx', 'agriculture', 'environment', 'global issues']"
"1201",3055565,168,684,40,2012,4,"positive",1,"not_popular","TED","Other","['community', 'creativity', 'design', 'memory', 'storytelling']"
"1202",3578701,619,1012,39,2012,4,"positive",1,"not_popular","TEDx","Peachtree","['TEDx', 'animals', 'community', 'monkeys', 'morality', 'science']"
"1203",1141812,650,1527,27,2012,4,"neutral",4,"popular","TEDx","Other","['TEDx', 'culture', 'global issues', 'health care', 'population', 'sex']"
"1204",1324704,148,794,27,2012,4,"neutral",1,"not_popular","TEDx","Other","['Surgery', 'TEDx', 'biology', 'biomechanics', 'biotech', 'collaboration', 'design', 'disease', 'engineering', 'future', 'health', 'health care', 'heart health', 'innovation', 'materials', 'medical research', 'medicine', 'physiology', 'product design', 'science', 'technology']"
"1205",981351,124,394,28,2012,4,"positive",1,"not_popular","TED","Other","['Asia', 'TED Fellows', 'china', 'culture', 'entertainment', 'music', 'world cultures']"
"1206",1654299,191,1159,24,2012,4,"neutral",1,"not_popular","TED","Other","['health care', 'heart health', 'medicine']"
"1207",1061687,135,400,31,2012,4,"neutral",1,"not_popular","TED","Other","['business', 'entrepreneur', 'law']"
"1208",777180,62,1079,23,2012,4,"neutral",3,"popular","Other","London","['art', 'culture', 'global issues', 'photography']"
"1209",1197677,129,698,31,2012,4,"neutral",1,"not_popular","TEDx","Other","['TEDx', 'aging', 'culture', 'happiness', 'health', 'humanity', 'life', 'mental health', 'mind', 'personal growth', 'population', 'psychology', 'science', 'women']"
"1210",651717,53,331,30,2012,4,"neutral",1,"not_popular","TED","Other","['TED Fellows', 'ancient world', 'anthropology', 'bacteria', 'biology', 'disease', 'evolution', 'food', 'genetics', 'health', 'history', 'innovation', 'medicine', 'paleontology', 'science']"
"1211",3327164,763,1307,31,2012,4,"positive",3,"popular","TED","Other","['Planets', 'String theory', 'TED Brain Trust', 'astronomy', 'big bang', 'cosmos', 'dark matter', 'exploration', 'math', 'physics', 'science', 'space', 'time', 'universe']"
"1212",3539952,409,658,40,2012,4,"positive",1,"not_popular","TEDx","Cambridge","['TEDx', 'business', 'community', 'consumerism', 'happiness', 'money', 'philanthropy', 'psychology']"
"1213",419672,224,328,8,2012,4,"positive",1,"not_popular","Other","Other","['TED-Ed', 'chemistry', 'nanoscale', 'physics', 'science']"
"1214",834897,208,741,30,2012,4,"neutral",1,"not_popular","TED","Other","['Brazil', 'South America', 'TED Prize', 'cities', 'infrastructure', 'technology', 'urban planning']"
"1215",979094,157,324,40,2012,4,"neutral",3,"popular","TED","Other","['activism', 'bullying', 'culture', 'global issues', 'health', 'youth']"
"1216",3270359,398,271,41,2012,4,"neutral",1,"not_popular","TEDx","Portland","['TEDx', 'entertainment', 'green', 'hack', 'humor', 'materials', 'simplicity']"
"1217",490092,130,563,26,2012,4,"positive",1,"not_popular","TEDx","Phoenix","['TEDx', 'gaming', 'global issues', 'history', 'social change']"
"1218",661645,79,726,21,2012,4,"neutral",3,"popular","TED","Other","['architecture', 'cities', 'creativity', 'museums']"
"1219",1144360,374,1630,22,2012,5,"neutral",3,"popular","Other","NewYork","['Natural resources', 'alternative energy', 'business', 'climate change', 'design', 'economics', 'energy', 'engineering', 'environment', 'future', 'green', 'industrial design', 'innovation', 'invention', 'materials', 'science', 'solar energy', 'sustainability', 'technology', 'wind energy']"
"1220",621547,68,538,26,2012,5,"positive",1,"not_popular","TED","Other","['art', 'culture', 'design', 'nature']"
"1221",2098639,257,399,32,2012,5,"neutral",1,"not_popular","TED","Other","['Internet', 'advertising', 'business', 'privacy', 'technology']"
"1222",2371897,208,1104,29,2012,5,"positive",4,"popular","TEDx","Athens","['TEDx', 'advertising', 'culture', 'humor', 'psychology']"
"1223",1447603,269,450,30,2012,5,"positive",1,"not_popular","TEDx","Other","['TEDx', 'entertainment', 'fashion', 'feminism', 'identity', 'youth']"
"1224",166959,59,1084,40,2012,5,"positive",1,"not_popular","TEDx","Phoenix","['TEDx', 'beauty', 'fashion', 'global issues', 'photography', 'race']"
"1225",1281099,128,1213,25,2012,5,"positive",1,"not_popular","TED","Other","['culture', 'entertainment', 'history', 'music']"
"1226",655406,92,488,31,2012,5,"neutral",1,"not_popular","Other","Other","['data', 'philosophy']"
"1227",737937,67,608,29,2012,5,"positive",1,"not_popular","TED","Other","['adventure', 'animals', 'art', 'biodiversity', 'biology', 'cosmos', 'environment', 'exploration', 'film', 'life', 'nature', 'photography', 'science', 'science and art', 'travel']"
"1228",4754217,240,1228,34,2012,5,"positive",1,"not_popular","TED","Other","['brain', 'cognitive science', 'culture', 'intelligence', 'memory', 'mind', 'neuroscience', 'psychology', 'science']"
"1229",1605113,151,247,39,2012,5,"positive",3,"popular","TED","Other","['marketing', 'technology', 'web']"
"1230",117756,73,769,22,2012,5,"neutral",1,"not_popular","TEDx","Other","['TEDx', 'business', 'history', 'music']"
"1231",264684,182,620,26,2012,5,"neutral",1,"not_popular","TEDx","Other","['TEDx', 'global issues', 'health', 'insects', 'medicine']"
"1232",1995401,240,1060,32,2012,5,"neutral",1,"not_popular","TED","Other","['behavioral economics', 'brain', 'cognitive science', 'culture', 'decision-making', 'happiness', 'life', 'mind', 'neuroscience', 'personality', 'psychology', 'science', 'sociology']"
"1233",1183303,101,266,38,2012,5,"neutral",3,"popular","TED","Other","['TED Fellows', 'algorithm', 'anthropology', 'collaboration', 'history', 'language', 'literature', 'math', 'science']"
"1234",4389731,213,706,34,2012,5,"positive",3,"popular","TED","Other","['creativity', 'design', 'fear', 'technology']"
"1235",890283,79,292,30,2012,5,"neutral",1,"not_popular","TED","Other","['TED Fellows', 'art', 'biology', 'biomimicry', 'biotech', 'brain', 'cognitive science', 'engineering', 'medical research', 'neuroscience', 'physiology', 'science', 'science and art', 'technology']"
"1236",1128212,68,391,34,2012,5,"positive",3,"popular","TED","Other","['TED Prize', 'art', 'community', 'photography', 'public spaces']"
"1237",271344,196,470,24,2012,5,"neutral",1,"not_popular","TEDx","Austin","['TEDx', 'design', 'disaster relief', 'global issues', 'natural disaster']"
"1238",166835,67,697,33,2012,5,"neutral",1,"not_popular","TEDx","Monterey","['TEDx', 'bacteria', 'biodiversity', 'biology', 'biotech', 'climate change', 'disease', 'environment', 'health', 'innovation', 'microbes', 'microbiology', 'nanoscale', 'oceans', 'pollution', 'science']"
"1239",872641,85,430,30,2012,5,"positive",3,"popular","TED","Other","['DNA', 'Vaccines', 'bacteria', 'biodiversity', 'biology', 'disease', 'environment', 'exploration', 'genetics', 'medical research', 'microbiology', 'nanoscale', 'public health', 'science', 'virus']"
"1240",2138419,491,800,36,2012,5,"neutral",8,"very_popular","TEDx","Other","['TEDx', 'data', 'global issues', 'population', 'presentation', 'religion']"
"1241",640744,76,1147,25,2012,5,"positive",1,"not_popular","TED","Other","['entertainment', 'magic', 'personal growth', 'storytelling']"
"1242",493782,108,928,23,2012,5,"neutral",1,"not_popular","TEDx","Other","['AIDS', 'TEDx', 'global issues', 'health', 'law']"
"1243",9315931,253,583,28,2012,5,"positive",1,"not_popular","TED","Other","['comedy', 'entertainment', 'humor', 'live music', 'music', 'performance', 'poetry']"
"1244",462242,294,1115,22,2012,5,"neutral",1,"not_popular","TEDx","Warwick","['TEDx', 'alternative energy', 'climate change', 'data', 'global issues', 'math', 'solar energy', 'sustainability', 'wind energy']"
"1245",359381,56,1029,24,2012,5,"positive",1,"not_popular","TEDx","Berkeley","['AI', 'Internet', 'TEDx', 'art', 'biotech', 'collaboration', 'community', 'computers', 'garden', 'interface design', 'machine learning', 'open-source', 'philosophy', 'programming', 'robots', 'science', 'science and art', 'social media', 'software']"
"1246",952095,130,893,29,2012,5,"positive",1,"not_popular","TEDx","Other","['Internet', 'TEDx', 'ancient world', 'archaeology', 'art', 'books', 'history', 'library', 'museums', 'open-source']"
"1247",587088,79,872,24,2012,5,"neutral",1,"not_popular","TEDx","Other","['Egypt', 'TEDx', 'data', 'economics', 'protests', 'women']"
"1248",638247,38,743,24,2012,5,"neutral",1,"not_popular","TEDx","Other","['TEDx', 'communication', 'culture', 'design', 'life', 'morality', 'philosophy']"
"1249",1383079,109,742,38,2012,6,"positive",1,"not_popular","TED","Other","['culture', 'dance', 'entertainment', 'technology']"
"1250",832407,245,1120,27,2012,6,"positive",1,"not_popular","TEDx","SanJoseCA","['NASA', 'Planets', 'TEDx', 'astronomy', 'cosmos', 'data', 'exploration', 'extraterrestrial life', 'future', 'humanity', 'life', 'math', 'philosophy', 'prediction', 'science', 'space', 'technology', 'universe']"
"1251",174326,208,1023,18,2012,6,"neutral",1,"not_popular","TEDx","Other","['TEDx', 'security', 'self', 'technology']"
"1252",1878242,456,1008,30,2012,6,"positive",6,"very_popular","TEDx","Other","['Autism spectrum disorder', 'Bioethics', 'DNA', 'Planets', 'TED Brain Trust', 'TEDx', 'astronomy', 'biodiversity', 'biology', 'biotech', 'brain', 'culture', 'evolution', 'future', 'genetics', 'history', 'innovation', 'life', 'physiology', 'population', 'science', 'technology']"
"1253",3886045,120,680,27,2012,6,"neutral",1,"not_popular","Other","Other","['Human body', 'animals', 'biodiversity', 'biology', 'biomechanics', 'evolution', 'health', 'humor', 'nature', 'physiology', 'science', 'sex']"
"1254",3257749,378,237,54,2012,6,"neutral",3,"popular","TED","Other","['culture', 'history', 'language', 'math']"
"1255",940703,104,181,40,2012,6,"neutral",1,"not_popular","TED","Other","['Natural resources', 'TED Fellows', 'bacteria', 'biology', 'biotech', 'chemistry', 'environment', 'innovation', 'mining', 'molecular biology', 'oceans', 'science', 'sustainability', 'technology', 'water']"
"1256",1128896,63,383,35,2012,6,"positive",3,"popular","TED","Other","['architecture', 'comedy', 'design', 'humor']"
"1257",572281,138,1184,25,2012,6,"neutral",1,"not_popular","TEDx","Peachtree","['Autism spectrum disorder', 'TEDx', 'biology', 'brain', 'children', 'cognitive science', 'disability', 'empathy', 'genetics', 'health', 'medical research', 'medicine', 'mental health', 'mind', 'monkeys', 'neuroscience', 'psychology', 'public health', 'science']"
"1258",737230,68,1317,22,2012,6,"positive",3,"popular","TED","Other","['design', 'humor', 'journalism']"
"1259",979799,216,994,25,2012,6,"neutral",1,"not_popular","Other","Other","['global issues', 'health', 'health care', 'medicine', 'poverty', 'public health', 'social change', 'society']"
"1260",765840,75,792,26,2012,6,"positive",1,"not_popular","Other","London","['art', 'children', 'culture', 'film', 'movies', 'storytelling', 'youth']"
"1261",953825,78,320,37,2012,6,"neutral",1,"not_popular","TED","Other","['Africa', 'Egypt', 'NASA', 'TED Fellows', 'ancient world', 'anthropology', 'archaeology', 'collaboration', 'computers', 'exploration', 'geology', 'history', 'innovation', 'science', 'space', 'technology']"
"1262",1466095,375,1071,27,2012,6,"positive",1,"not_popular","TEDx","Other","['Gender equality', 'LGBT', 'TEDx', 'gender', 'humor', 'inequality', 'love', 'sex', 'social change']"
"1263",814297,104,1099,21,2012,6,"positive",1,"not_popular","TEDx","Other","['TEDx', 'collaboration', 'innovation', 'open-source', 'skateboarding']"
"1264",298776,159,631,28,2012,6,"neutral",1,"not_popular","TEDx","Other","['TEDx', 'global issues', 'journalism', 'media', 'women']"
"1265",3024826,308,1096,30,2012,6,"neutral",1,"not_popular","TEDx","Austin","['TEDx', 'death', 'global issues', 'law', 'prison', 'storytelling']"
"1266",641193,76,624,22,2012,6,"neutral",1,"not_popular","Other","Other","['Bioethics', 'activism', 'aging', 'cancer', 'culture', 'disease', 'health', 'health care', 'medicine', 'public health', 'science', 'society', 'sports']"
"1267",1721411,186,365,39,2012,6,"positive",7,"very_popular","TED","Other","['Internet', 'art', 'design', 'industrial design', 'invention', 'science', 'science and art', 'storytelling', 'technology', 'visualizations']"
"1268",1054590,104,371,38,2012,6,"neutral",1,"not_popular","TED","Other","['Internet', 'computers', 'education', 'global issues']"
"1269",703243,61,695,22,2012,6,"neutral",1,"not_popular","TEDx","Other","['TEDx', 'alternative energy', 'architecture', 'design', 'ecology', 'energy', 'engineering', 'entertainment', 'environment', 'global issues', 'industrial design', 'infrastructure', 'innovation', 'invention', 'public spaces', 'science', 'solar energy', 'sports', 'sustainability', 'weather']"
"1270",721905,63,473,28,2012,6,"positive",1,"not_popular","TEDx","SanDiego","['Moon', 'NASA', 'Planets', 'TEDx', 'astronomy', 'computers', 'cosmos', 'demo', 'exploration', 'science', 'software', 'solar system', 'space', 'technology', 'visualizations']"
"1271",881361,158,912,22,2012,6,"neutral",1,"not_popular","TEDx","London","['TEDx', 'business', 'global issues', 'india', 'innovation']"
"1272",1057964,150,896,28,2012,6,"positive",3,"popular","Other","Other","['TED Prize', 'biology', 'education', 'failure', 'future', 'humanity', 'math', 'medical research', 'potential', 'science', 'social change', 'society', 'storytelling', 'student', 'success', 'technology', 'work', 'youth']"
"1273",722536,87,646,31,2012,6,"positive",7,"very_popular","TEDx","Other","['Internet', 'TEDx', 'entertainment', 'future', 'humor', 'insects', 'life', 'nature', 'science', 'web', 'wikipedia']"
"1274",1778974,109,946,26,2012,6,"positive",1,"not_popular","TEDGlobal","Other","['code', 'creativity', 'drones', 'education', 'open-source', 'robots', 'technology']"
"1275",1009356,156,1070,26,2012,6,"positive",1,"not_popular","TEDGlobal","Other","['business', 'future', 'technology']"
"1276",3247799,254,892,29,2012,6,"neutral",1,"not_popular","TEDGlobal","Other","['brain', 'depression', 'health care', 'mental health']"
"1277",2364799,309,625,29,2012,7,"positive",1,"not_popular","TEDGlobal","Other","['alternative energy', 'demo', 'design', 'energy', 'engineering', 'innovation', 'invention', 'magic', 'materials', 'nanoscale', 'physics', 'potential', 'science', 'technology']"
"1278",1280380,211,386,38,2012,7,"positive",1,"not_popular","TEDGlobal","Other","[""Alzheimer's"", 'TED Fellows', 'aging', 'brain', 'compassion', 'death', 'disease', 'family', 'future', 'health', 'health care', 'illness', 'life', 'medicine', 'mental health', 'mind', 'neuroscience', 'philosophy', 'psychology', 'science', 'self']"
"1279",811778,56,658,27,2012,7,"negative",4,"popular","TEDx","Other","['TEDx', 'art', 'entertainment', 'goal-setting', 'life', 'social media', 'storytelling', 'technology']"
"1280",841128,102,870,22,2012,7,"positive",3,"popular","TEDx","Other","['TED Fellows', 'TEDx', 'global issues', 'oceans', 'open-source']"
"1281",3346345,211,1010,33,2012,7,"positive",1,"not_popular","TEDGlobal","Other","['TED Fellows', 'entertainment', 'live music', 'music']"
"1282",6141140,554,1170,30,2012,7,"positive",4,"popular","TEDGlobal","Other","['aging', 'body language', 'cognitive science', 'compassion', 'entertainment', 'gaming', 'happiness', 'health', 'health care', 'illness', 'life', 'medicine', 'mind', 'motivation', 'neuroscience', 'philosophy', 'psychology', 'science', 'self', 'social change', 'social media', 'technology']"
"1283",736224,198,863,24,2012,7,"neutral",1,"not_popular","Other","Other","['DNA', 'Surgery', 'bacteria', 'biodiversity', 'biology', 'disease', 'environment', 'genetics', 'health', 'health care', 'illness', 'medical research', 'medicine', 'microbes', 'microbiology', 'nanoscale', 'nature', 'physiology', 'pregnancy', 'science']"
"1284",731620,108,647,26,2012,7,"positive",1,"not_popular","TEDx","Stanford","['TEDx', 'cars', 'driverless cars', 'future', 'technology']"
"1285",1217317,458,1165,27,2012,7,"neutral",1,"not_popular","TEDGlobal","Other","['Internet', 'Surveillance', 'crime', 'future', 'global issues', 'law', 'open-source', 'security', 'technology', 'terrorism', 'violence']"
"1286",669088,48,600,27,2012,7,"positive",1,"not_popular","TED","Other","['creativity', 'music', 'visualizations']"
"1287",729428,165,945,25,2012,7,"neutral",1,"not_popular","TEDx","Austin","['TEDx', 'global issues', 'hack', 'security', 'technology']"
"1288",729993,45,285,32,2012,7,"positive",1,"not_popular","TED","Other","['TED Fellows', 'art', 'design', 'history', 'memory', 'online video', 'storytelling']"
"1289",990712,197,978,25,2012,7,"positive",1,"not_popular","TEDGlobal","Other","['DNA', 'biology', 'cancer', 'chemistry', 'disease', 'genetics', 'health', 'health care', 'illness', 'innovation', 'medical research', 'medicine', 'microbiology', 'molecular biology', 'science', 'women']"
"1290",509747,138,730,22,2012,7,"neutral",1,"not_popular","TEDGlobal","Other","['global development', 'global issues', 'goal-setting', 'health care', 'poverty']"
"1291",850833,89,587,27,2012,7,"neutral",1,"not_popular","TEDx","Stanford","['TEDx', 'business', 'cancer', 'choice', 'decision-making', 'health care']"
"1292",2623011,140,484,26,2012,7,"positive",1,"not_popular","TEDGlobal","Other","['art', 'augmented reality', 'code', 'communication', 'computers', 'demo', 'design', 'empathy', 'engineering', 'innovation', 'interface design', 'open-source', 'programming', 'science', 'science and art', 'software', 'technology']"
"1293",2468887,277,575,36,2012,7,"positive",1,"not_popular","TEDGlobal","Other","['Senses', 'art', 'cyborg', 'design', 'entertainment', 'innovation', 'music', 'prosthetics', 'sound', 'technology']"
"1294",1184933,66,734,27,2012,7,"positive",1,"not_popular","TEDx","Other","['TEDx', 'computers', 'engineering', 'history', 'technology', 'women']"
"1295",585351,67,848,21,2012,7,"neutral",1,"not_popular","TEDx","Other","['TEDx', 'global issues', 'technology']"
"1296",721266,203,1003,22,2012,7,"neutral",1,"not_popular","TEDGlobal","Other","['collaboration', 'global issues', 'open-source', 'peace', 'social media', 'terrorism', 'violence', 'war']"
"1297",1619108,227,596,34,2012,7,"neutral",1,"not_popular","TEDGlobal","Other","['Europe', 'data', 'technology', 'telecom']"
"1298",1191702,135,861,36,2012,7,"positive",1,"not_popular","Other","London","['art', 'entertainment', 'history', 'storytelling']"
"1299",4039820,404,662,26,2012,7,"positive",1,"not_popular","TEDGlobal","Other","['innovation', 'invention', 'photography', 'technology']"
"1300",863507,131,667,26,2012,7,"positive",1,"not_popular","TEDGlobal","Other","['algorithm', 'architecture', 'biomimicry', 'design', 'math', 'science and art', 'software']"
"1301",687263,89,763,29,2012,7,"neutral",1,"not_popular","TEDx","Boston","['Natural resources', 'TEDx', 'activism', 'agriculture', 'animals', 'bees', 'biology', 'botany', 'cities', 'climate change', 'ecology', 'environment', 'global issues', 'infrastructure', 'insects', 'nature', 'plants', 'science', 'sustainability', 'urban planning']"
"1302",144044,43,711,9,2012,7,"positive",1,"not_popular","TEDx","Other","['TEDx', 'culture', 'disability', 'journalism', 'personal growth', 'photography', 'storytelling', 'violence', 'war']"
"1303",1423930,463,1131,29,2012,7,"neutral",1,"not_popular","TEDGlobal","Other","['Asia', 'china', 'global issues', 'journalism', 'social media', 'technology']"
"1304",1112964,168,839,26,2012,7,"positive",1,"not_popular","TEDx","Manhattan","['TEDx', 'business', 'education', 'garden', 'green']"
"1305",2302206,473,1240,29,2012,8,"positive",1,"not_popular","TEDGlobal","Other","['Internet', 'code', 'computers', 'education', 'global issues']"
"1306",767285,64,589,29,2012,8,"positive",1,"not_popular","TEDGlobal","Other","['Asia', 'culture', 'disaster relief', 'memory', 'photography', 'storytelling']"
"1307",3600582,117,1010,26,2012,8,"positive",1,"not_popular","TEDx","Stanford","['TEDx', 'art', 'composing', 'creativity', 'music']"
"1308",353350,148,602,40,2012,8,"neutral",3,"popular","TEDx","Other","['TEDx', 'algorithm', 'anthropology', 'behavioral economics', 'biomimicry', 'complexity', 'crime', 'culture', 'decision-making', 'economics', 'life', 'math', 'physics', 'population', 'prediction', 'science', 'sociology']"
"1309",1145261,203,947,32,2012,8,"positive",1,"not_popular","TEDx","Other","['TEDx', 'activism', 'global issues', 'peace', 'terrorism', 'violence', 'war']"
"1310",3167353,466,776,35,2012,8,"neutral",4,"popular","TEDGlobal","Other","['business', 'leadership', 'women in business']"
"1311",1065331,231,364,34,2012,8,"neutral",1,"not_popular","TEDGlobal","Other","['TED Fellows', 'aging', 'brain', 'cognitive science', 'computers', 'disability', 'disease', 'global issues', 'health', 'health care', 'illness', 'innovation', 'machine learning', 'math', 'medicine', 'mind', 'neuroscience', 'programming', 'science', 'speech', 'technology']"
"1312",1206351,203,801,31,2012,8,"positive",1,"not_popular","Other","London","['agriculture', 'botany', 'community', 'food', 'garden', 'green', 'sustainability']"
"1313",1356163,223,582,27,2012,8,"neutral",1,"not_popular","TEDGlobal","Other","['art', 'creativity']"
"1314",2586606,526,1161,34,2012,8,"neutral",1,"not_popular","TEDx","Maui","['Slavery', 'corruption', 'global issues', 'photography']"
"1315",582161,75,424,30,2012,8,"neutral",1,"not_popular","TEDx","Other","['TEDx', 'culture', 'language', 'politics']"
"1316",640604,170,844,29,2012,8,"neutral",1,"not_popular","TEDGlobal","Other","['Europe', 'big problems', 'culture', 'democracy', 'global issues', 'politics', 'protests']"
"1317",805880,82,563,23,2012,8,"neutral",1,"not_popular","TEDx","Boston","['TEDx', 'collaboration', 'culture', 'disaster relief', 'natural disaster', 'weather']"
"1318",10167161,439,1081,30,2012,8,"positive",3,"popular","TED","Other","['culture', 'mind', 'prison', 'storytelling']"
"1319",1024653,91,665,27,2012,8,"neutral",1,"not_popular","TEDx","Boston","['TEDx', 'design', 'health care', 'product design']"
"1320",1952381,98,987,25,2012,8,"positive",1,"not_popular","TEDGlobal","Other","['art', 'creativity', 'culture', 'entertainment', 'film', 'history', 'movies']"
"1321",754755,63,749,25,2012,9,"neutral",3,"popular","TEDGlobal","Other","['business', 'cities', 'community', 'economics', 'global issues', 'law']"
"1322",856136,78,732,24,2012,9,"neutral",1,"not_popular","TEDGlobal","Other","['AI', 'algorithm', 'computers', 'data', 'engineering', 'intelligence', 'machine learning', 'security', 'technology']"
"1323",464213,49,956,20,2012,9,"positive",1,"not_popular","TEDGlobal","Other","['art', 'design', 'public spaces']"
"1324",809361,109,885,21,2012,9,"neutral",1,"not_popular","TEDGlobal","Other","['NASA', 'agriculture', 'alternative energy', 'biodiversity', 'biology', 'biotech', 'business', 'climate change', 'ecology', 'economics', 'energy', 'engineering', 'environment', 'industrial design', 'infrastructure', 'nature', 'oceans', 'plants', 'science', 'solar energy', 'sustainability', 'technology', 'water', 'wind energy']"
"1325",1052980,159,1001,22,2012,9,"neutral",1,"not_popular","TEDx","Boston","['TEDx', 'architecture', 'cities', 'design', 'future', 'infrastructure', 'technology', 'urban planning']"
"1326",1050633,169,1250,27,2012,9,"neutral",1,"not_popular","TEDx","Other","['TEDx', 'brain', 'cognitive science', 'crime', 'forensics', 'global issues', 'government', 'law', 'memory', 'mind', 'neuroscience', 'prison', 'psychology', 'science', 'sight']"
"1327",933277,96,742,28,2012,9,"neutral",1,"not_popular","TEDGlobal","Other","['depression', 'global issues', 'health', 'mental health', 'public health']"
"1328",1362071,455,865,27,2012,9,"neutral",1,"not_popular","TEDGlobal","Other","['Asia', 'china', 'consumerism', 'culture', 'economics', 'global issues', 'women']"
"1329",832831,96,898,23,2012,9,"neutral",1,"not_popular","TEDGlobal","Other","['Bioethics', 'biology', 'biotech', 'disease', 'economics', 'future', 'genetics', 'health', 'health care', 'illness', 'innovation', 'medical imaging', 'medical research', 'medicine', 'molecular biology', 'pharmaceuticals', 'science', 'technology']"
"1330",891589,82,918,22,2012,9,"positive",1,"not_popular","TEDGlobal","Other","['art', 'dance']"
"1331",516355,78,1043,21,2012,9,"neutral",1,"not_popular","TEDGlobal","Other","['data', 'democracy', 'global issues', 'government', 'politics']"
"1332",1471114,211,855,27,2012,9,"neutral",1,"not_popular","Other","London","['environment', 'food']"
"1333",2246203,165,866,32,2012,9,"neutral",1,"not_popular","TEDGlobal","Other","['aging', 'biology', 'brain', 'children', 'cognitive science', 'consciousness', 'intelligence', 'medical imaging', 'mind', 'neuroscience', 'parenting', 'science', 'sociology', 'youth']"
"1334",1225395,128,591,34,2012,9,"neutral",6,"very_popular","TEDGlobal","Other","['Senses', 'architecture', 'design', 'sound']"
"1335",1337967,94,719,28,2012,9,"neutral",1,"not_popular","TEDGlobal","Other","['Internet', 'business', 'exploration', 'technology']"
"1336",587181,91,561,28,2012,9,"neutral",1,"not_popular","TEDx","Other","['Africa', 'TEDx', 'communication', 'materials', 'technology', 'war']"
"1337",924318,81,741,26,2012,9,"positive",1,"not_popular","Other","Other","['New York', 'crime', 'medicine', 'storytelling', 'violence']"
"1338",1239316,169,1186,23,2012,9,"neutral",3,"popular","TEDGlobal","Other","['business', 'collaboration', 'community', 'trust', 'web']"
"1339",956324,260,847,26,2012,9,"neutral",3,"popular","TEDx","Boston","['AI', 'TEDx', 'aircraft', 'business', 'robots', 'technology', 'work']"
"1340",693628,45,803,27,2012,9,"neutral",1,"not_popular","TEDGlobal","Other","['behavioral economics', 'brain', 'cognitive science', 'community', 'decision-making', 'disease', 'economics', 'gaming', 'medical imaging', 'medical research', 'mental health', 'mind', 'molecular biology', 'neuroscience', 'pharmaceuticals', 'programming', 'psychology', 'science', 'sociology', 'software']"
"1341",1245095,202,1112,24,2012,9,"neutral",6,"very_popular","TEDGlobal","Other","['Internet', 'collaboration', 'future', 'government', 'law', 'open-source', 'politics', 'social media', 'software', 'technology']"
"1342",336430,180,528,23,2012,9,"positive",3,"popular","Other","Other","['AI', 'DNA', 'TED-Ed', 'astronomy', 'chemistry', 'comedy', 'consciousness', 'cosmos', 'dark matter', 'energy', 'genetics', 'humor', 'nanoscale', 'philosophy', 'physics', 'science', 'sight', 'visualizations']"
"1343",2228138,380,809,34,2012,9,"neutral",3,"popular","Other","Other","['activism', 'cancer', 'corruption', 'data', 'health', 'health care', 'illness', 'medical research', 'medicine', 'pharmaceuticals', 'public health', 'science']"
"1344",1024326,87,356,36,2012,9,"positive",1,"not_popular","TEDGlobal","Other","['Egypt', 'Middle East', 'TED Fellows', 'art', 'protests', 'world cultures']"
"1345",661530,40,996,26,2012,9,"neutral",1,"not_popular","TEDx","Dublin","['TEDx', 'brain', 'design', 'interface design', 'map', 'transportation']"
"1346",1030762,122,876,27,2012,9,"neutral",1,"not_popular","TEDGlobal","Other","['cities', 'climate change', 'global issues', 'weather']"
"1347",43155405,2290,1262,51,2012,10,"positive",1,"not_popular","TEDGlobal","Other","['body language', 'brain', 'business', 'psychology', 'self', 'success']"
"1348",1038897,125,987,29,2012,10,"positive",4,"popular","Other","Other","['TED Fellows', 'activism', 'live music', 'medicine', 'music', 'performance', 'violin']"
"1349",788255,179,1142,22,2012,10,"neutral",1,"not_popular","TEDGlobal","Other","['crime', 'global issues', 'law', 'marketing', 'terrorism', 'violence', 'war']"
"1350",983172,94,985,27,2012,10,"positive",3,"popular","TEDGlobal","Other","['code', 'computers', 'education', 'open-source', 'technology']"
